customer_id,issue_type,status,created_at,resolved_at,issue_description
CUST063,Technical,Pending,11/06/2022,19/09/2015,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
CUST004,Technical,Open,25/01/2012,29/12/2011,orci eget orci vehicula condimentum curabitur in libero ut massa
CUST085,Technical,Open,25/04/2003,05/08/2011,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
CUST092,General Inquiry,Closed,22/08/2022,31/03/2011,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
CUST021,General Inquiry,Closed,25/05/2014,22/12/2012,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
CUST052,Billing,Closed,14/05/2019,02/12/2011,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
CUST068,Technical,Pending,27/08/2005,24/10/2013,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
CUST044,Technical,Closed,17/06/2014,09/11/2018,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
CUST099,Billing,Closed,08/07/2021,28/10/2006,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
CUST016,Technical,Closed,07/04/2017,27/06/2012,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
CUST080,Technical,Open,12/11/2018,09/05/2005,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
CUST089,General Inquiry,Pending,04/12/2020,14/02/2014,sapien a libero nam dui proin leo odio porttitor id
CUST036,Technical,Open,17/11/2007,30/11/2005,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
CUST021,Technical,Open,03/03/2013,01/05/2018,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
CUST066,Technical,Open,01/04/2020,23/06/2011,sed accumsan felis ut at dolor quis odio consequat varius integer ac
CUST096,Billing,Open,05/02/2020,01/12/2019,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
CUST076,Technical,Pending,14/07/2009,09/09/2010,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
CUST090,General Inquiry,Pending,07/10/2014,23/09/2010,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
CUST066,Billing,Pending,06/12/2008,19/03/2018,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
CUST033,Technical,Open,10/07/2012,07/09/2013,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
CUST051,Billing,Closed,23/09/2015,22/09/2017,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
CUST043,Billing,Open,19/02/2012,02/04/2015,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
CUST071,General Inquiry,Open,10/12/2017,01/09/2017,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
CUST004,Billing,Pending,05/07/2021,11/01/2011,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
CUST092,General Inquiry,Pending,07/06/2010,21/05/2020,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
CUST038,General Inquiry,Closed,15/10/2020,18/08/2018,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
CUST051,General Inquiry,Closed,21/05/2005,29/05/2007,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
CUST052,Technical,Pending,25/02/2019,20/09/2013,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
CUST016,General Inquiry,Open,19/05/2008,25/06/2005,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
CUST044,Billing,Open,23/05/2021,29/10/2016,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
CUST013,Technical,Open,22/04/2009,04/07/2022,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
CUST065,General Inquiry,Open,18/08/2004,15/07/2021,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
CUST068,General Inquiry,Pending,11/01/2004,02/05/2008,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
CUST027,Billing,Pending,19/02/2006,10/02/2005,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
CUST090,Billing,Closed,29/05/2011,28/09/2013,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
CUST027,Technical,Open,16/04/2021,01/04/2007,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
CUST012,General Inquiry,Pending,13/01/2019,17/12/2005,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
CUST009,Technical,Closed,04/09/2021,25/12/2017,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
CUST053,Technical,Open,11/09/2016,03/11/2017,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
CUST009,Billing,Pending,16/05/2007,14/01/2021,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
CUST068,Billing,Closed,03/03/2009,13/04/2014,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
CUST064,Technical,Closed,04/01/2009,29/06/2016,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
CUST080,General Inquiry,Open,24/02/2012,18/09/2011,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
CUST045,Technical,Pending,09/08/2022,30/06/2021,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
CUST043,General Inquiry,Open,01/01/2018,24/06/2022,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
CUST008,Billing,Open,19/05/2012,27/02/2008,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
CUST027,General Inquiry,Open,22/05/2006,06/03/2007,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
CUST093,Technical,Pending,28/12/2021,11/02/2018,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
CUST038,General Inquiry,Open,27/12/2018,26/11/2015,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
CUST035,Technical,Closed,15/11/2003,02/07/2007,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
CUST042,Technical,Closed,11/05/2011,23/01/2021,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
CUST013,Technical,Pending,29/10/2009,15/03/2022,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
CUST097,Billing,Closed,01/11/2020,28/11/2007,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
CUST099,Technical,Closed,31/10/2011,12/02/2021,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
CUST058,General Inquiry,Closed,18/04/2012,06/11/2008,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
CUST083,General Inquiry,Pending,27/05/2015,03/05/2006,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
CUST083,Billing,Open,17/12/2016,15/11/2020,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
CUST068,General Inquiry,Closed,09/06/2021,30/01/2007,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
CUST053,Billing,Pending,27/03/2021,10/11/2022,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
CUST100,Technical,Pending,20/02/2021,12/02/2018,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
CUST049,Billing,Pending,26/10/2009,14/11/2018,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
CUST014,General Inquiry,Open,27/05/2018,15/07/2022,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
CUST003,General Inquiry,Closed,25/10/2022,10/08/2020,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
CUST081,Billing,Open,11/12/2013,07/08/2016,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
CUST060,Technical,Closed,23/04/2016,20/09/2018,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
CUST080,Billing,Open,28/11/2012,22/01/2013,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
CUST016,Technical,Closed,27/04/2003,07/12/2013,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
CUST063,Technical,Pending,05/11/2022,20/09/2013,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
CUST056,Technical,Closed,11/06/2022,22/01/2017,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
CUST097,Technical,Open,04/08/2007,07/12/2018,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
CUST052,Billing,Pending,19/11/2022,27/08/2008,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
CUST024,Billing,Pending,18/07/2015,15/10/2012,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
CUST033,General Inquiry,Pending,29/10/2021,10/11/2003,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
CUST066,General Inquiry,Pending,22/02/2015,13/04/2012,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
CUST067,Billing,Pending,08/05/2010,16/02/2018,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
CUST026,Billing,Open,02/11/2006,10/02/2021,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
CUST079,Billing,Pending,03/03/2017,21/07/2019,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
CUST061,Billing,Open,23/07/2015,18/08/2003,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
CUST049,Billing,Open,01/07/2010,02/08/2020,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
CUST026,General Inquiry,Closed,06/03/2018,16/12/2021,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
CUST084,General Inquiry,Pending,06/08/2008,13/10/2008,orci pede venenatis non sodales sed tincidunt eu felis fusce
CUST072,General Inquiry,Pending,24/04/2021,10/06/2014,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in
CUST065,Technical,Closed,12/02/2009,12/03/2018,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
CUST017,Technical,Closed,26/04/2009,20/06/2013,ac est lacinia nisi venenatis tristique fusce congue diam id ornare
CUST095,Technical,Open,21/02/2010,17/08/2015,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
CUST009,General Inquiry,Closed,03/07/2005,20/02/2017,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
CUST073,General Inquiry,Pending,13/12/2021,09/06/2015,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
CUST037,Billing,Open,30/07/2019,18/11/2007,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
CUST070,Billing,Closed,03/12/2013,10/04/2020,bibendum morbi non quam nec dui luctus rutrum nulla tellus in
CUST093,General Inquiry,Pending,26/03/2011,06/06/2019,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
CUST013,Technical,Pending,08/01/2006,04/10/2009,ac nibh fusce lacus purus aliquet at feugiat non pretium quis
CUST029,Billing,Pending,25/10/2014,23/02/2019,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
CUST094,Billing,Closed,13/09/2006,25/09/2006,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
CUST042,General Inquiry,Pending,05/10/2022,08/02/2013,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
CUST066,General Inquiry,Pending,29/11/2018,06/07/2004,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
CUST054,Billing,Closed,25/03/2017,03/06/2020,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
CUST087,Technical,Open,29/05/2012,13/03/2009,ligula nec sem duis aliquam convallis nunc proin at turpis a
CUST056,General Inquiry,Pending,25/03/2004,18/05/2004,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
CUST052,General Inquiry,Open,01/10/2012,08/08/2014,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
CUST019,Technical,Closed,19/03/2014,18/12/2010,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
CUST090,Technical,Pending,15/05/2008,19/01/2011,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
CUST030,Billing,Closed,29/11/2008,10/09/2006,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
CUST083,Technical,Open,18/09/2013,10/06/2004,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
CUST028,Technical,Closed,29/09/2018,11/04/2020,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
CUST061,Technical,Pending,22/07/2020,10/01/2019,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
CUST045,General Inquiry,Open,02/07/2008,27/11/2016,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
CUST042,General Inquiry,Pending,07/03/2016,20/01/2006,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
CUST052,Billing,Pending,17/08/2015,10/08/2016,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
CUST085,General Inquiry,Open,25/10/2020,06/10/2003,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
CUST025,General Inquiry,Open,26/06/2017,06/02/2003,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
CUST019,Technical,Closed,04/05/2012,06/06/2013,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
CUST058,General Inquiry,Closed,20/03/2013,14/03/2016,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
CUST064,General Inquiry,Closed,09/10/2017,02/08/2004,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
CUST093,Billing,Closed,28/08/2005,26/12/2016,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
CUST027,Technical,Open,03/04/2017,23/02/2003,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
CUST026,General Inquiry,Closed,08/07/2017,18/03/2009,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
CUST044,Billing,Pending,23/07/2011,04/08/2020,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
CUST081,General Inquiry,Open,26/11/2019,03/04/2004,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
CUST096,General Inquiry,Open,15/01/2006,15/01/2015,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
CUST001,General Inquiry,Closed,19/02/2007,05/08/2014,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
CUST079,Technical,Pending,12/08/2006,29/08/2011,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
CUST002,Technical,Open,31/12/2006,14/04/2018,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
CUST003,Billing,Pending,21/06/2004,06/06/2017,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
CUST009,Billing,Closed,26/01/2009,16/05/2021,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
CUST006,Billing,Closed,02/03/2019,18/06/2008,tristique est et tempus semper est quam pharetra magna ac
CUST012,Technical,Open,03/09/2004,16/10/2006,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
CUST023,Technical,Open,21/06/2019,09/08/2003,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
CUST089,Billing,Closed,11/09/2005,09/02/2021,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
CUST098,General Inquiry,Pending,02/10/2004,24/05/2012,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
CUST083,Billing,Closed,12/12/2004,28/11/2017,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
CUST060,Billing,Open,17/07/2010,25/10/2004,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
CUST034,Billing,Open,06/05/2012,23/07/2004,luctus nec molestie sed justo pellentesque viverra pede ac diam
CUST050,Billing,Open,21/09/2004,15/10/2005,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
CUST075,Technical,Open,01/05/2022,20/10/2020,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
CUST077,General Inquiry,Pending,01/05/2020,17/04/2007,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
CUST019,General Inquiry,Pending,24/04/2010,22/11/2017,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
CUST025,Technical,Open,01/04/2018,13/12/2013,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
CUST037,General Inquiry,Pending,21/03/2018,03/02/2011,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
CUST044,Technical,Open,06/08/2011,15/02/2008,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
CUST035,General Inquiry,Open,16/02/2007,30/01/2013,quam nec dui luctus rutrum nulla tellus in sagittis dui vel
CUST016,Billing,Closed,24/08/2008,14/03/2012,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
CUST056,Technical,Closed,05/10/2009,10/04/2004,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo
CUST037,General Inquiry,Open,09/03/2016,24/03/2003,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
CUST038,General Inquiry,Pending,02/05/2011,08/03/2004,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
CUST039,Billing,Closed,12/06/2008,08/10/2005,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
CUST008,Technical,Open,01/07/2003,15/04/2015,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
CUST056,General Inquiry,Pending,22/04/2009,15/03/2007,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
CUST095,Billing,Pending,03/10/2008,21/05/2022,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
CUST025,Technical,Open,22/08/2005,09/06/2019,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
CUST011,Technical,Pending,18/10/2014,13/07/2018,sodales sed tincidunt eu felis fusce posuere felis sed lacus
CUST065,Billing,Pending,23/09/2021,15/10/2003,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
CUST012,General Inquiry,Pending,18/02/2007,19/09/2008,at velit vivamus vel nulla eget eros elementum pellentesque quisque
CUST024,Technical,Open,07/10/2016,22/05/2017,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
CUST044,Billing,Open,11/10/2015,23/03/2013,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
CUST076,Technical,Closed,24/04/2005,08/10/2020,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
CUST098,Billing,Closed,04/04/2011,08/09/2011,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
CUST052,Billing,Closed,11/11/2011,05/03/2013,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
CUST013,Technical,Open,01/02/2008,22/01/2022,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
CUST090,General Inquiry,Pending,15/09/2017,05/07/2013,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
CUST073,General Inquiry,Open,03/05/2016,11/01/2009,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
CUST023,General Inquiry,Pending,04/05/2008,10/03/2015,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
CUST065,General Inquiry,Closed,14/01/2006,01/07/2015,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
CUST048,General Inquiry,Closed,17/01/2013,11/02/2014,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
CUST092,General Inquiry,Closed,24/09/2003,10/03/2013,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
CUST034,Technical,Open,13/02/2021,24/06/2003,in faucibus orci luctus et ultrices posuere cubilia curae donec
CUST001,Technical,Closed,17/11/2018,21/10/2020,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum
CUST006,General Inquiry,Closed,30/10/2020,12/02/2006,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
CUST074,Technical,Closed,20/08/2011,11/04/2005,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
CUST013,Technical,Pending,05/07/2019,02/11/2014,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
CUST049,General Inquiry,Closed,07/09/2018,11/05/2016,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
CUST020,Technical,Closed,15/01/2016,04/08/2014,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
CUST042,General Inquiry,Open,30/09/2004,02/07/2012,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
CUST055,Technical,Pending,06/03/2006,26/02/2004,vestibulum ante ipsum primis in faucibus orci luctus et ultrices
CUST081,Billing,Closed,15/10/2013,28/07/2015,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
CUST036,Technical,Pending,30/06/2003,26/05/2006,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
CUST015,Billing,Open,30/12/2008,01/11/2019,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
CUST030,Billing,Open,01/05/2018,22/05/2015,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
CUST063,Technical,Open,26/06/2005,04/10/2009,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
CUST093,Technical,Closed,15/03/2007,28/01/2003,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
CUST099,Technical,Open,26/09/2005,02/07/2007,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
CUST050,General Inquiry,Closed,08/12/2011,14/04/2020,auctor sed tristique in tempus sit amet sem fusce consequat
CUST086,Technical,Pending,29/04/2009,04/11/2016,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
CUST005,Billing,Pending,12/06/2006,17/07/2014,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
CUST042,General Inquiry,Open,06/02/2012,07/04/2022,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
CUST014,Technical,Open,24/10/2006,05/07/2022,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
CUST008,Billing,Open,06/07/2013,19/12/2013,lacus purus aliquet at feugiat non pretium quis lectus suspendisse
CUST066,Technical,Open,18/05/2018,30/04/2008,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
CUST073,Technical,Closed,06/09/2009,18/08/2012,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
CUST082,General Inquiry,Closed,15/03/2004,29/11/2004,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
CUST084,Billing,Closed,03/06/2008,06/03/2009,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor
CUST085,Billing,Pending,10/10/2009,18/10/2005,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
CUST084,General Inquiry,Closed,21/03/2012,12/02/2011,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
CUST092,Technical,Open,16/10/2003,01/06/2018,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
CUST018,Billing,Pending,24/04/2017,24/11/2003,pretium quis lectus suspendisse potenti in eleifend quam a odio in
CUST095,General Inquiry,Pending,05/12/2009,07/09/2016,congue diam id ornare imperdiet sapien urna pretium nisl ut
CUST064,General Inquiry,Closed,01/07/2006,21/12/2019,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
CUST035,Technical,Open,08/06/2017,06/09/2018,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
CUST095,General Inquiry,Open,13/04/2021,19/03/2007,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
CUST012,General Inquiry,Open,27/02/2008,29/05/2012,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
CUST007,General Inquiry,Open,15/05/2004,08/01/2019,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
CUST042,General Inquiry,Closed,19/06/2006,25/06/2004,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
CUST003,General Inquiry,Open,07/12/2014,07/12/2017,gravida sem praesent id massa id nisl venenatis lacinia aenean sit
